week timestamp,track name,arist name,last position,weeks on list,rank,genres
2002-06-28,Czy te oczy mogą kłamać,"Raz, Dwa, Trzy",3,8,3,"['classic polish pop', 'polish blues', 'sung poetry']"
2002-06-28,BAŚKA,Wilki,4,9,4,"['dancefloor dnb', 'drum and bass']"
2002-06-28,YOUTH OF THE NATION,P.O.D.,5,12,5,"['alternative metal', 'funk metal', 'nu metal', 'rap metal', 'rap rock']"
2002-06-28,NEVER TEAR US APART,Joe Cocker,9,7,6,"['blues rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']"
2002-06-28,KNOCKIN' ON HEAVEN'S DOOR,Guns N' Roses,7,6,7,"['glam metal', 'hard rock', 'rock']"
2002-06-28,NIM ZAKWITNIE 1000 ROZ,Kora,13,5,8,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'trap']"
2002-06-28,BY THE WAY,Red Hot Chili Peppers,6,4,9,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave']"
2002-06-28,WE ARE ALL MADE OF STARS,Moby,11,4,10,"['downtempo', 'electronica']"
2002-06-28,BEZPOWROTNIE,Kasia Kowalska,8,5,11,['polish pop']
2002-06-28,O CO TYLE MILCZENIA,Anna Maria Jopek,12,4,12,['classic polish pop']
2002-06-28,TIME AFTER TIME,Eva Cassidy,10,11,13,"['adult standards', 'folk', 'folk rock', 'lilith', 'mellow gold', 'neo mellow', 'vocal jazz']"
2002-06-28,MOWIE TAK MYSLE NIE,Ewa Bem,15,8,14,['classic polish pop']
2002-06-28,STALKER,Zbigniew Hołdys,17,3,15,[]
2002-06-28,WITHOUT ME,Eminem,27,2,16,"['detroit hip hop', 'hip hop', 'rap']"
2002-06-28,"CICHO, CICHO ODDYCHASZ, SPIAC",Tilt,20,4,17,[]
2002-06-28,AJRISZ,T.Love,14,13,18,"['polish pop', 'polish reggae', 'polish rock']"
2002-06-28,LUBIE WAS,Negatyw,19,9,19,['polish alternative rock']
2002-06-28,TAINTED LOVE,Marilyn Manson,22,6,20,"['alternative metal', 'industrial', 'industrial metal', 'industrial rock', 'nu metal']"
2002-06-28,NA DŁONI,Anna Maria Jopek,16,18,21,['classic polish pop']
2002-06-28,HERE I AM,Bryan Adams,28,2,22,"['canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'soft rock']"
2002-06-28,FREELOVE,Depeche Mode,21,33,23,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'synthpop']"
2002-06-28,A LITTLE LESS CONVERSATION,Elvis vs JXL,29,2,24,[]
2002-06-28,Śmierć na 5,Republika,18,17,25,"['polish post-punk', 'polish rock']"
2002-06-28,BELIEVE IN ME,Lenny Kravitz,24,11,26,"['permanent wave', 'pop rock', 'rock']"
2002-06-28,BOLERO,Dominik Kwasniewski i Boguslaw Kaczmarczyk,30,2,27,['Other']
2002-06-28,BOOGIE STREET,Leonard Cohen,25,14,28,"['canadian singer-songwriter', 'folk', 'folk rock', 'melancholia', 'permanent wave', 'singer-songwriter']"
2002-06-28,MOCNY,Ira,N,1,29,['reggae rock']
2002-06-28,UNTIL...,Sting,26,18,30,"['permanent wave', 'soft rock', 'sophisti-pop']"
2002-07-05,ACIDLAND,Myslovitz,1,11,1,"['polish alternative', 'polish alternative rock', 'polish indie', 'polish indie rock', 'polish pop', 'polish rock']"
2002-07-05,BAŚKA,Wilki,4,10,2,"['dancefloor dnb', 'drum and bass']"
2002-07-05,HOW WONDERFUL YOU ARE,Gordon Haskell,2,12,3,[]
2002-07-05,BY THE WAY,Red Hot Chili Peppers,9,5,4,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave']"
2002-07-05,Czy te oczy mogą kłamać,"Raz, Dwa, Trzy",3,9,5,"['classic polish pop', 'polish blues', 'sung poetry']"
2002-07-05,NIM ZAKWITNIE 1000 ROZ,Kora,8,6,6,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'trap']"
2002-07-05,KNOCKIN' ON HEAVEN'S DOOR,Guns N' Roses,7,7,7,"['glam metal', 'hard rock', 'rock']"
2002-07-05,NEVER TEAR US APART,Joe Cocker,6,8,8,"['blues rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']"
2002-07-05,O CO TYLE MILCZENIA,Anna Maria Jopek,12,5,9,['classic polish pop']
2002-07-05,BEZPOWROTNIE,Kasia Kowalska,11,6,10,['polish pop']
2002-07-05,YOUTH OF THE NATION,P.O.D.,5,13,11,"['alternative metal', 'funk metal', 'nu metal', 'rap metal', 'rap rock']"
2002-07-05,WE ARE ALL MADE OF STARS,Moby,10,5,12,"['downtempo', 'electronica']"
2002-07-05,"CICHO, CICHO ODDYCHASZ, SPIAC",Tilt,17,5,13,[]
2002-07-05,HERE I AM,Bryan Adams,22,3,14,"['canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'soft rock']"
2002-07-05,STALKER,Zbigniew Hołdys,15,4,15,[]
2002-07-05,MOWIE TAK MYSLE NIE,Ewa Bem,14,9,16,['classic polish pop']
2002-07-05,MOCNY,Ira,29,2,17,['reggae rock']
2002-07-05,WITHOUT ME,Eminem,16,3,18,"['detroit hip hop', 'hip hop', 'rap']"
2002-07-05,A LITTLE LESS CONVERSATION,Elvis vs JXL,24,3,19,[]
2002-07-05,BOLERO,Dominik Kwasniewski i Boguslaw Kaczmarczyk,27,3,20,['Other']
2002-07-05,TIME AFTER TIME,Eva Cassidy,13,12,21,"['adult standards', 'folk', 'folk rock', 'lilith', 'mellow gold', 'neo mellow', 'vocal jazz']"
2002-07-05,AJRISZ,T.Love,18,14,22,"['polish pop', 'polish reggae', 'polish rock']"
2002-07-05,TAINTED LOVE,Marilyn Manson,20,7,23,"['alternative metal', 'industrial', 'industrial metal', 'industrial rock', 'nu metal']"
2002-07-05,LUBIE WAS,Negatyw,19,10,24,['polish alternative rock']
2002-07-05,Śmierć na 5,Republika,25,18,25,"['polish post-punk', 'polish rock']"
2002-07-05,FREELOVE,Depeche Mode,23,34,26,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'synthpop']"
2002-07-05,NA DŁONI,Anna Maria Jopek,21,19,27,['classic polish pop']
2002-07-05,UNTIL...,Sting,30,19,28,"['permanent wave', 'soft rock', 'sophisti-pop']"
2002-07-05,HERO,Chad Kroeger feat. Josey Scott,N,1,29,['Other']
2002-07-05,TO BE FREE,Mike Oldfield,N,1,30,"['album rock', 'art rock', 'new age', 'progressive rock', 'symphonic rock']"
2002-07-12,BAŚKA,Wilki,2,11,1,"['dancefloor dnb', 'drum and bass']"
2002-07-12,BY THE WAY,Red Hot Chili Peppers,4,6,2,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave']"
2002-07-12,ACIDLAND,Myslovitz,1,12,3,"['polish alternative', 'polish alternative rock', 'polish indie', 'polish indie rock', 'polish pop', 'polish rock']"
2002-07-12,NIM ZAKWITNIE 1000 ROZ,Kora,6,7,4,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'trap']"
2002-07-12,BEZPOWROTNIE,Kasia Kowalska,10,7,5,['polish pop']
2002-07-12,O CO TYLE MILCZENIA,Anna Maria Jopek,9,6,6,['classic polish pop']
2002-07-12,Czy te oczy mogą kłamać,"Raz, Dwa, Trzy",5,10,7,"['classic polish pop', 'polish blues', 'sung poetry']"
2002-07-12,HOW WONDERFUL YOU ARE,Gordon Haskell,3,13,8,[]
2002-07-12,NEVER TEAR US APART,Joe Cocker,8,9,9,"['blues rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']"
2002-07-12,HERE I AM,Bryan Adams,14,4,10,"['canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'soft rock']"
2002-07-12,STALKER,Zbigniew Hołdys,15,5,11,[]
2002-07-12,MOWIE TAK MYSLE NIE,Ewa Bem,16,10,12,['classic polish pop']
2002-07-12,WE ARE ALL MADE OF STARS,Moby,12,6,13,"['downtempo', 'electronica']"
2002-07-12,MOCNY,Ira,17,3,14,['reggae rock']
2002-07-12,NIEWINNOŚĆ,Edyta Bartosiewicz,N,1,15,"['classic polish pop', 'polish alternative', 'polish pop', 'polish rock']"
2002-07-12,KNOCKIN' ON HEAVEN'S DOOR,Guns N' Roses,7,8,16,"['glam metal', 'hard rock', 'rock']"
2002-07-12,"CICHO, CICHO ODDYCHASZ, SPIAC",Tilt,13,6,17,[]
2002-07-12,YOUTH OF THE NATION,P.O.D.,11,14,18,"['alternative metal', 'funk metal', 'nu metal', 'rap metal', 'rap rock']"
2002-07-12,A LITTLE LESS CONVERSATION,Elvis vs JXL,19,4,19,[]
2002-07-12,ZIELONE USTA,Republika,N,1,20,"['polish post-punk', 'polish rock']"
2002-07-12,TAINTED LOVE,Marilyn Manson,23,8,21,"['alternative metal', 'industrial', 'industrial metal', 'industrial rock', 'nu metal']"
2002-07-12,BOLERO,Dominik Kwasniewski i Boguslaw Kaczmarczyk,20,4,22,['Other']
2002-07-12,TO BE FREE,Mike Oldfield,30,2,23,"['album rock', 'art rock', 'new age', 'progressive rock', 'symphonic rock']"
2002-07-12,TIME AFTER TIME,Eva Cassidy,21,13,24,"['adult standards', 'folk', 'folk rock', 'lilith', 'mellow gold', 'neo mellow', 'vocal jazz']"
2002-07-12,WITHOUT ME,Eminem,18,4,25,"['detroit hip hop', 'hip hop', 'rap']"
2002-07-12,AJRISZ,T.Love,22,15,26,"['polish pop', 'polish reggae', 'polish rock']"
2002-07-12,LUBIE WAS,Negatyw,24,11,27,['polish alternative rock']
2002-07-12,NA DŁONI,Anna Maria Jopek,27,20,28,['classic polish pop']
2002-07-12,HERO,Chad Kroeger feat. Josey Scott,29,2,29,['Other']
2002-07-12,Śmierć na 5,Republika,25,19,30,"['polish post-punk', 'polish rock']"
2002-07-19,BY THE WAY,Red Hot Chili Peppers,2,7,1,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave']"
2002-07-19,NIM ZAKWITNIE 1000 ROZ,Kora,4,8,2,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'trap']"
2002-07-19,BAŚKA,Wilki,1,12,3,"['dancefloor dnb', 'drum and bass']"
2002-07-19,O CO TYLE MILCZENIA,Anna Maria Jopek,6,7,4,['classic polish pop']
2002-07-19,ACIDLAND,Myslovitz,3,13,5,"['polish alternative', 'polish alternative rock', 'polish indie', 'polish indie rock', 'polish pop', 'polish rock']"
2002-07-19,HOW WONDERFUL YOU ARE,Gordon Haskell,8,14,6,[]
2002-07-19,HERE I AM,Bryan Adams,10,5,7,"['canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'soft rock']"
2002-07-19,BEZPOWROTNIE,Kasia Kowalska,5,8,8,['polish pop']
2002-07-19,NEVER TEAR US APART,Joe Cocker,9,10,9,"['blues rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']"
2002-07-19,Czy te oczy mogą kłamać,"Raz, Dwa, Trzy",7,11,10,"['classic polish pop', 'polish blues', 'sung poetry']"
2002-07-19,KNOCKIN' ON HEAVEN'S DOOR,Guns N' Roses,16,9,11,"['glam metal', 'hard rock', 'rock']"
2002-07-19,TO BE FREE,Mike Oldfield,23,3,12,"['album rock', 'art rock', 'new age', 'progressive rock', 'symphonic rock']"
2002-07-19,NIEWINNOŚĆ,Edyta Bartosiewicz,15,2,13,"['classic polish pop', 'polish alternative', 'polish pop', 'polish rock']"
2002-07-19,YOUTH OF THE NATION,P.O.D.,18,15,14,"['alternative metal', 'funk metal', 'nu metal', 'rap metal', 'rap rock']"
2002-07-19,WE ARE ALL MADE OF STARS,Moby,13,7,15,"['downtempo', 'electronica']"
2002-07-19,MOCNY,Ira,14,4,16,['reggae rock']
2002-07-19,BOLERO,Dominik Kwasniewski i Boguslaw Kaczmarczyk,22,5,17,['Other']
2002-07-19,STALKER,Zbigniew Hołdys,11,6,18,[]
2002-07-19,ZIELONE USTA,Republika,20,2,19,"['polish post-punk', 'polish rock']"
2002-07-19,A LITTLE LESS CONVERSATION,Elvis vs JXL,19,5,20,[]
2002-07-19,MOWIE TAK MYSLE NIE,Ewa Bem,12,11,21,['classic polish pop']
2002-07-19,TIME AFTER TIME,Eva Cassidy,24,14,22,"['adult standards', 'folk', 'folk rock', 'lilith', 'mellow gold', 'neo mellow', 'vocal jazz']"
2002-07-19,"CICHO, CICHO ODDYCHASZ, SPIAC",Tilt,17,7,23,[]
2002-07-19,WITHOUT ME,Eminem,25,5,24,"['detroit hip hop', 'hip hop', 'rap']"
2002-07-19,HERO,Chad Kroeger feat. Josey Scott,29,3,25,['Other']
2002-07-19,TAINTED LOVE,Marilyn Manson,21,9,26,"['alternative metal', 'industrial', 'industrial metal', 'industrial rock', 'nu metal']"
2002-07-19,LUBIE WAS,Negatyw,27,12,27,['polish alternative rock']
2002-07-19,Śmierć na 5,Republika,30,20,28,"['polish post-punk', 'polish rock']"
2002-07-19,"DZISIAJ MNIE KOCHASZ, JUTRO NIENAWIDZISZ",Sweet Noise & Anna Maria Jopek,N,1,29,['Other']
2002-07-19,IN MY PLACE,Coldplay,N,1,30,"['permanent wave', 'pop']"
1984-04-28,WOULDN'T IT BE GOOD,Nik Kershaw,1,8,1,"['europop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']"
1984-04-28,"NO FEAR, NO HATE, NO PAIN, NO BROKEN HEART",Eurythmics,4,5,2,"['art rock', 'dance rock', 'disco', 'europop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'sophisti-pop', 'synthpop']"
1984-04-28,THE LION'S MOUTH,Kajagoogoo,2,7,3,"['new romantic', 'new wave', 'new wave pop', 'synthpop']"
1984-04-28,HEART FROM THE START,Classix Nouveaux,3,10,4,"['new romantic', 'new wave', 'new wave pop', 'synthpop']"
1984-04-28,ZABIJ TO,Lady Pank,25,2,5,['polish rock']
1984-04-28,?,Nena,10,7,6,"['german pop', 'german rock', 'new wave pop']"
1984-04-28,KRAKOWSKI SPLEEN,Maanam,13,4,7,"['classic polish pop', 'polish alternative', 'polish pop', 'polish post-punk', 'polish rock']"
1984-04-28,BOBBY X,Oddział Zamknięty,40,2,8,['polish punk']
1984-04-28,MAŁPA I JA,Bajm,5,7,9,"['polish pop', 'polish rock']"
1984-04-28,STILL LOVING YOU,Scorpions,9,9,10,"['album rock', 'german hard rock', 'german metal', 'german rock', 'hard rock', 'metal', 'rock']"
1984-04-28,THRILLER,Michael Jackson,7,6,11,"['pop', 'r&b', 'soul']"
1984-04-28,CHENKO,Red Box,8,7,12,['sophisti-pop']
1984-04-28,AGAINST ALL ODDS (TAKE A LOOK AT ME NOW),Phil Collins,17,5,13,"['mellow gold', 'rock drums', 'soft rock']"
1984-04-28,HELLO,Lionel Richie,15,8,14,"['adult standards', 'disco', 'mellow gold', 'quiet storm', 'soft rock']"
1984-04-28,"AKU-HARA, KRAJ ZE SNU",Lombard,6,11,15,['corridos clasicos']
1984-04-28,HIDE AND SEEK,Howard Jones,14,6,16,"['mellow gold', 'new romantic', 'new wave', 'new wave pop', 'pop rock', 'soft rock', 'synthpop']"
1984-04-28,I WANT TO BREAK FREE,Queen,29,2,17,"['classic rock', 'glam rock', 'rock']"
1984-04-28,MY GUY'S MAD AT ME,Tracey Ullman,16,4,18,"['classic uk pop', 'new wave pop']"
1984-04-28,TO TYLKO TANGO,Maanam,12,17,19,"['classic polish pop', 'polish alternative', 'polish pop', 'polish post-punk', 'polish rock']"
1984-04-28,NA TO NIE MA CENY,Oddział Zamknięty,11,9,20,['polish punk']
1984-04-28,PEOPLE ARE PEOPLE,Depeche Mode,36,2,21,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'synthpop']"
1984-04-28,MICHAEL CAINE,Madness,23,4,22,"['ska', 'ska revival']"
1984-04-28,KURTYNA,Republika,26,13,23,"['polish post-punk', 'polish rock']"
1984-04-28,JEJ WSPOMNIENIE,Kombi,31,2,24,"['classic russian pop', 'russian pop', 'soviet synthpop']"
1984-04-28,IT'S A MIRACLE,Culture Club,22,5,25,"['disco', 'europop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']"
1984-04-28,KAŻDEGO WCIĄGA POKER,Universe,37,4,26,['calming instrumental']
1984-04-28,ADULT EDUCATION,Daryl Hall & John Oates,21,9,27,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']"
1984-04-28,JUST BE GOOD TO BE,The SOS Band,34,4,28,"['disco', 'funk', 'minneapolis sound', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']"
1984-04-28,WHAT DIFFERENCE DOES IT MAKE,The Smiths,33,4,29,"['madchester', 'new wave', 'permanent wave', 'rock', 'uk post-punk']"
1984-04-28,(FEELS LIKE) HEAVEN,Fiction Factory,18,9,30,"['new romantic', 'new wave', 'new wave pop', 'scottish new wave', 'synthpop']"
2002-07-26,BY THE WAY,Red Hot Chili Peppers,1,8,1,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave']"
2002-07-26,O CO TYLE MILCZENIA,Anna Maria Jopek,4,8,2,['classic polish pop']
2002-07-26,NIEWINNOŚĆ,Edyta Bartosiewicz,13,3,3,"['classic polish pop', 'polish alternative', 'polish pop', 'polish rock']"
2002-07-26,NIM ZAKWITNIE 1000 ROZ,Kora,2,9,4,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'trap']"
2002-07-26,HERE I AM,Bryan Adams,7,6,5,"['canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'soft rock']"
2002-07-26,BAŚKA,Wilki,3,13,6,"['dancefloor dnb', 'drum and bass']"
2002-07-26,ACIDLAND,Myslovitz,5,14,7,"['polish alternative', 'polish alternative rock', 'polish indie', 'polish indie rock', 'polish pop', 'polish rock']"
2002-07-26,BEZPOWROTNIE,Kasia Kowalska,8,9,8,['polish pop']
2002-07-26,HOW WONDERFUL YOU ARE,Gordon Haskell,6,15,9,[]
2002-07-26,HERO,Chad Kroeger feat. Josey Scott,25,4,10,['Other']
2002-07-26,KNOCKIN' ON HEAVEN'S DOOR,Guns N' Roses,11,10,11,"['glam metal', 'hard rock', 'rock']"
2002-07-26,NEVER TEAR US APART,Joe Cocker,9,11,12,"['blues rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']"
2002-07-26,TO BE FREE,Mike Oldfield,12,4,13,"['album rock', 'art rock', 'new age', 'progressive rock', 'symphonic rock']"
2002-07-26,STALKER,Zbigniew Hołdys,18,7,14,[]
2002-07-26,Czy te oczy mogą kłamać,"Raz, Dwa, Trzy",10,12,15,"['classic polish pop', 'polish blues', 'sung poetry']"
2002-07-26,ZIELONE USTA,Republika,19,3,16,"['polish post-punk', 'polish rock']"
2002-07-26,A LITTLE LESS CONVERSATION,Elvis vs JXL,20,6,17,[]
2002-07-26,MOCNY,Ira,16,5,18,['reggae rock']
2002-07-26,IN MY PLACE,Coldplay,30,2,19,"['permanent wave', 'pop']"
2002-07-26,YOUTH OF THE NATION,P.O.D.,14,16,20,"['alternative metal', 'funk metal', 'nu metal', 'rap metal', 'rap rock']"
2002-07-26,MOWIE TAK MYSLE NIE,Ewa Bem,21,12,21,['classic polish pop']
2002-07-26,BOLERO,Dominik Kwasniewski i Boguslaw Kaczmarczyk,17,6,22,['Other']
2002-07-26,"CICHO, CICHO ODDYCHASZ, SPIAC",Tilt,23,8,23,[]
2002-07-26,WE ARE ALL MADE OF STARS,Moby,15,8,24,"['downtempo', 'electronica']"
2002-07-26,LIFELINES,a-ha,N,1,25,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'soft rock', 'synthpop']"
2002-07-26,OTHERWISE,Morcheeba,N,1,26,"['big beat', 'downtempo', 'electronica', 'nu jazz', 'trip hop']"
2002-07-26,TIME AFTER TIME,Eva Cassidy,22,15,27,"['adult standards', 'folk', 'folk rock', 'lilith', 'mellow gold', 'neo mellow', 'vocal jazz']"
2002-07-26,WITHOUT ME,Eminem,24,6,28,"['detroit hip hop', 'hip hop', 'rap']"
2002-07-26,Śmierć na 5,Republika,28,21,29,"['polish post-punk', 'polish rock']"
2002-07-26,"DZISIAJ MNIE KOCHASZ, JUTRO NIENAWIDZISZ",Sweet Noise & Anna Maria Jopek,29,2,30,['Other']
2002-08-02,BY THE WAY,Red Hot Chili Peppers,1,9,1,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave']"
2002-08-02,NIEWINNOŚĆ,Edyta Bartosiewicz,3,4,2,"['classic polish pop', 'polish alternative', 'polish pop', 'polish rock']"
2002-08-02,HERE I AM,Bryan Adams,5,7,3,"['canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'soft rock']"
2002-08-02,O CO TYLE MILCZENIA,Anna Maria Jopek,2,9,4,['classic polish pop']
2002-08-02,IN MY PLACE,Coldplay,19,3,5,"['permanent wave', 'pop']"
2002-08-02,HERO,Chad Kroeger feat. Josey Scott,10,5,6,['Other']
2002-08-02,BEZPOWROTNIE,Kasia Kowalska,8,10,7,['polish pop']
2002-08-02,ZIELONE USTA,Republika,16,4,8,"['polish post-punk', 'polish rock']"
2002-08-02,NIM ZAKWITNIE 1000 ROZ,Kora,4,10,9,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'trap']"
2002-08-02,KNOCKIN' ON HEAVEN'S DOOR,Guns N' Roses,11,11,10,"['glam metal', 'hard rock', 'rock']"
2002-08-02,BAŚKA,Wilki,6,14,11,"['dancefloor dnb', 'drum and bass']"
2002-08-02,HOW WONDERFUL YOU ARE,Gordon Haskell,9,16,12,[]
2002-08-02,ACIDLAND,Myslovitz,7,15,13,"['polish alternative', 'polish alternative rock', 'polish indie', 'polish indie rock', 'polish pop', 'polish rock']"
2002-08-02,TO BE FREE,Mike Oldfield,13,5,14,"['album rock', 'art rock', 'new age', 'progressive rock', 'symphonic rock']"
2002-08-02,STALKER,Zbigniew Hołdys,14,8,15,[]
2002-08-02,A LITTLE LESS CONVERSATION,Elvis vs JXL,17,7,16,[]
2002-08-02,Czy te oczy mogą kłamać,"Raz, Dwa, Trzy",15,13,17,"['classic polish pop', 'polish blues', 'sung poetry']"
2002-08-02,LIFELINES,a-ha,25,2,18,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'soft rock', 'synthpop']"
2002-08-02,OCZY TEJ MAŁEJ,"Raz, Dwa, Trzy",N,1,19,"['classic polish pop', 'polish blues', 'sung poetry']"
2002-08-02,OTHERWISE,Morcheeba,26,2,20,"['big beat', 'downtempo', 'electronica', 'nu jazz', 'trip hop']"
2002-08-02,NEVER TEAR US APART,Joe Cocker,12,12,21,"['blues rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']"
2002-08-02,MOCNY,Ira,18,6,22,['reggae rock']
2002-08-02,MOWIE TAK MYSLE NIE,Ewa Bem,21,13,23,['classic polish pop']
2002-08-02,BOLERO,Dominik Kwasniewski i Boguslaw Kaczmarczyk,22,7,24,['Other']
2002-08-02,WE ARE ALL MADE OF STARS,Moby,24,9,25,"['downtempo', 'electronica']"
2002-08-02,"CICHO, CICHO ODDYCHASZ, SPIAC",Tilt,23,9,26,[]
2002-08-02,Śmierć na 5,Republika,29,22,27,"['polish post-punk', 'polish rock']"
2002-08-02,ALL THE TIME IN THE WORLD,Gordon Haskell,N,1,28,[]
2002-08-02,YOUTH OF THE NATION,P.O.D.,20,17,29,"['alternative metal', 'funk metal', 'nu metal', 'rap metal', 'rap rock']"
2002-08-02,"DZISIAJ MNIE KOCHASZ, JUTRO NIENAWIDZISZ",Sweet Noise & Anna Maria Jopek,30,3,30,['Other']
2002-08-09,NIEWINNOŚĆ,Edyta Bartosiewicz,2,5,1,"['classic polish pop', 'polish alternative', 'polish pop', 'polish rock']"
2002-08-09,IN MY PLACE,Coldplay,5,4,2,"['permanent wave', 'pop']"
2002-08-09,HERO,Chad Kroeger feat. Josey Scott,6,6,3,['Other']
2002-08-09,BY THE WAY,Red Hot Chili Peppers,1,10,4,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave']"
2002-08-09,O CO TYLE MILCZENIA,Anna Maria Jopek,4,10,5,['classic polish pop']
2002-08-09,HERE I AM,Bryan Adams,3,8,6,"['canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'soft rock']"
2002-08-09,ZIELONE USTA,Republika,8,5,7,"['polish post-punk', 'polish rock']"
2002-08-09,OTHERWISE,Morcheeba,20,3,8,"['big beat', 'downtempo', 'electronica', 'nu jazz', 'trip hop']"
2002-08-09,BEZPOWROTNIE,Kasia Kowalska,7,11,9,['polish pop']
2002-08-09,A LITTLE LESS CONVERSATION,Elvis vs JXL,16,8,10,[]
2002-08-09,KNOCKIN' ON HEAVEN'S DOOR,Guns N' Roses,10,12,11,"['glam metal', 'hard rock', 'rock']"
2002-08-09,TO BE FREE,Mike Oldfield,14,6,12,"['album rock', 'art rock', 'new age', 'progressive rock', 'symphonic rock']"
2002-08-09,OCZY TEJ MAŁEJ,"Raz, Dwa, Trzy",19,2,13,"['classic polish pop', 'polish blues', 'sung poetry']"
2002-08-09,BAŚKA,Wilki,11,15,14,"['dancefloor dnb', 'drum and bass']"
2002-08-09,LIFELINES,a-ha,18,3,15,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'soft rock', 'synthpop']"
2002-08-09,NIM ZAKWITNIE 1000 ROZ,Kora,9,11,16,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'trap']"
2002-08-09,ACIDLAND,Myslovitz,13,16,17,"['polish alternative', 'polish alternative rock', 'polish indie', 'polish indie rock', 'polish pop', 'polish rock']"
2002-08-09,HOW WONDERFUL YOU ARE,Gordon Haskell,12,17,18,[]
2002-08-09,STALKER,Zbigniew Hołdys,15,9,19,[]
2002-08-09,Czy te oczy mogą kłamać,"Raz, Dwa, Trzy",17,14,20,"['classic polish pop', 'polish blues', 'sung poetry']"
2002-08-09,"DZISIAJ MNIE KOCHASZ, JUTRO NIENAWIDZISZ",Sweet Noise & Anna Maria Jopek,30,4,21,['Other']
2002-08-09,ALL THE TIME IN THE WORLD,Gordon Haskell,28,2,22,[]
2002-08-09,"CICHO, CICHO ODDYCHASZ, SPIAC",Tilt,26,10,23,[]
2002-08-09,MOCNY,Ira,22,7,24,['reggae rock']
2002-08-09,MOWIE TAK MYSLE NIE,Ewa Bem,23,14,25,['classic polish pop']
2002-08-09,BOLERO,Dominik Kwasniewski i Boguslaw Kaczmarczyk,24,8,26,['Other']
2002-08-09,A THOUSAND MILES,Vanessa Carlton,N,1,27,"['lilith', 'neo mellow', 'piano rock', 'pop rock', 'post-teen pop']"
2002-08-09,EXTREME WAYS,Moby,N,1,28,"['downtempo', 'electronica']"
2002-08-09,THE BARRY WILLIAMS SHOW,Peter Gabriel,N,1,29,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'permanent wave', 'rock', 'soft rock']"
2002-08-09,7-ME NIEBO NIENAWISCI,Lady Pank,N,1,30,['polish rock']
2002-08-16,IN MY PLACE,Coldplay,2,5,1,"['permanent wave', 'pop']"
2002-08-16,NIEWINNOŚĆ,Edyta Bartosiewicz,1,6,2,"['classic polish pop', 'polish alternative', 'polish pop', 'polish rock']"
2002-08-16,HERO,Chad Kroeger feat. Josey Scott,3,7,3,['Other']
2002-08-16,BY THE WAY,Red Hot Chili Peppers,4,11,4,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave']"
2002-08-16,A LITTLE LESS CONVERSATION,Elvis vs JXL,10,9,5,[]
